name,price,price/kg
"Põhjapõdramaksa patee, LINNAMÄE LIHATÖÖSTUS, 160 g",4.49,28.06
"Südametabletid punase riisiga N60, REDASIN FORTE, 30 g",9.99,333.0
"Sulatatud juust mix, MEREVAIK, 8x17,5 g",2.19,15.64
"BBQ kaste universaalne, SANTA MARIA, 355 g",4.99,14.06
"Ingveri-Sidrun, CAPTAIN KOMBUCHA, 400 ml",2.29,5.73
"Õhuvärskendaja täide, AIR WICK, 250 ml",7.99,31.96
"Õunamahl, TAARAPÕLLU TALU, 500 ml",2.99,5.98
"Kohvi-koorejäätis vahvlipallide&soolakaramelliga, PREMIA, 270 g",3.29,12.19
"Nõudepesumasina loputusvahend, FINISH, 800 ml",6.99,8.74
"Puder odraga, MAMMA, 300 g",2.29,7.63
"Karastusjook Coca-Cola, COCA-COLA, 2 L",1.79,0.9
"Puhastusvaht Active Foam, CILLIT, 600 ml",6.79,11.32
"Glut.vaba pizzapõhja segu, BAUCKHOF, 350 g",3.29,9.4
"Maisikepikesed suhkru ja rapsiõliga, MÕNGEL, 100 g",1.09,10.9
"Vanillimaitselised maisikepikesed, MÕNGEL, 100 g",1.09,10.9
"Tom Kha supp kanaga, JOEL OSTRAT, 300 g",3.99,13.3
"Kassiliiva räniteemandid, KITTYCLEAN, 3,8 l",5.99,1.58
"Aerosool lendavatele putukatele, BROS, 400 ml",3.69,9.23
"Sipelgapulber, BROS, 100 g",3.59,35.9
"Hiirelõks, BROS, 1tk",2.19,2.19
"Tselluliidiseerum SLIM 4D Gold, EVELINE COSMETICS, 250 ml",7.99,31.96
"Hambapasta Whitening, SENSODYNE, 75 ml",5.49,73.2
"Klassikaline küpsis, SELGA, 180 g",1.09,6.06
"WC-puhastusvahend Citrus, DOMESTOS, 750 ml",2.89,3.85
"Kondenspiima küpsis, SELGA, 180 g",1.09,6.06
"Šokolaadimaitselised vahvlid, SELGA, 180 g",1.29,7.17
"Riisiküpsised musta seesami ja sojakastmega, MITSUBA, 100 g",2.69,26.9
"Pulkdeodorant Lilac naistele, LADY SPEED STICK, 45 g",3.19,70.89
"Purustatud ingver, SWAD, 300 g",4.19,13.97
"Koera kakakotid taassuletavad, TAMMER-TUKKU, 60 tk",1.29,0.02
"Odratang, TARTU MILL, 1 kg",1.29,1.29
"Vitamiinidega jook Boost, VITAMINERAL, 750 ml",1.29,1.72
"Apelsini-mandlikook väike, PRIILEIB, 250 g",5.39,21.56
"Long drink Blackcurrant, COOLER,  275 ml",1.09,3.96
"Lehträtikud Easy Standard, 2-kihiline, ZEWA, 120 tk",1.99,0.02
"Must tee siniste marjadega püramiid kotis 20pk, LIPTON, 36 g",2.69,74.72
"Pärmitaigna jahusegu, TARTU MILL, 508 g",1.89,3.72
"Virgin Bellini White Beach, CIPRIANI, 180 ml",1.89,10.5
"Pasta Penne, PRESTO, 400 g",0.49,1.22
"Durumnisujahupasta Fusilli, TARTU MILL, 500 g",1.29,2.58
"Kihiline küpsis kondenspiimaga, EESTI KONDIITER, 400 g",4.79,11.98
"Klassika, PELMEN, 400 g",7.99,19.97
"Pelmeenid Saaremaa Viiking, PELMEN, 400 g",9.39,23.48
"Puhastusvahend puit-ja laminaat, PLEDGE, 500 ml",4.19,8.38
"Viin MOSKOVSKAYA Osobaya, 50 cl",7.99,15.98
"Vaarika hõrgutis, PIHLAKA, 260 g",2.79,10.73
"Vaarikamoos steviaga, GOOD GOOD, 330 g",4.79,14.52
"Tualettpaber, 3-kihiline, SELVER, 8 rl",2.99,0.37
"Grillkaste, FELIX, 510 g",1.99,3.9
"Lauamäng Reis ümber maailma, TACTIC, 1 tk",8.49,8.49
"Durum pasta Filini piccoli, TARTU MILL, 500 g",1.29,2.58
"Pasta durum Ditali Lisci, TARTU MILL, 500 g",1.29,2.58
"Kummikommid Sour Patch arbuusimaitselised, KENT, 160 g",1.99,12.44
"Juuksegeel Studio Line Mineral, L´OREAL, 150 ml",5.99,39.93
"Köögiviljamahl 100%, CIDO, 1 L",1.69,1.69
"Virsikunektar, CIDO, 1 L",1.99,1.99
"Koorekreem vanilli, KARUMS, 150 g",0.99,6.6
"Salat Beebispinat, VITA VERDE, 100 g",1.69,16.9
"Koorekreem karamelli, KARUMS, 150 g",0.99,6.6
"Kartulikrõps Fine Slices hapukoore-sibulamaitseline, ESTRELLA, 180 g",3.69,20.5
"Mahe odrahelbed, JAHU-JAAN, 500 g",1.49,2.98
"Banaani-kookosepüree, ELLA'S KITCHEN, 120 g",2.29,19.08
"Õuna-pirnipüree draakonvilja ja musta sõstraga BIO 12+, HIPP, 100 g",1.69,16.9
"Kassimuru, NURMIKO, 1 tk",4.99,4.99
"Varretu priimula 10cm potis, , 1 tk",3.99,3.99
"Kalmuküünal kaanega 70h, valge, BOLSIUS, 1 tk",1.99,1.99
"Vastlakukkel vahukoorega 4tk, SELVERI KÖÖK, 340g.",4.99,14.68
"Koorene Tomatikaste, FOODSTUDIO, 230 ml",2.99,13.0
"Õhuvärskendaja zelee Citrus, GLADE, 150 g",2.49,16.6
"Jogurt vita+ metsamarja-linaseemne, ALMA, 150 g",0.99,6.6
"Hügieenisidemed Invisible Ultra Thin Normal, LIBRESSE, 10 tk",2.19,0.22
"Bataadi friikartulid, kuldselt krõbe, MAAHÄRRA, 500 g",3.49,6.98
"Broileri kintsuliha, RANNAMÕISA, 500g",3.29,6.58
"Citrosept, CINTAMANI, 20 ml",13.49,674.5
"Granaatõunamahl, REYNAR, 1 L",2.99,2.99
"Brändi IMPERIAL XII VSOP, 50 cl",8.99,17.98
"Mandliõli, rafineerimata, GLORIA, 250 ml",6.49,25.96
"Tomatipasta kontsentreeritud, CIRIO, 140 g",1.19,8.5
"Kakaoga teraviljahelbed, OHO!, 150 g",0.99,6.6
"Pesukaitsmed Natural Normal, LIBRESSE, 40 tk",1.69,0.04
"Heeringafilee marineeritud, VICI, 240 g",2.89,12.04
"Proteiinibatoon Milk Chocolate & Mint, LEADER, 45 g",2.29,50.89
"Proteiinibatoon Choco Truffle & Orange, magusainega, LEADER, 45 g",2.29,50.89
"Tualettpaber Deluxe, 3-kihiline, ZEWA, 4 rl",3.09,0.77
"Hügieenisidemed Invisible Ultra Thin Super Duopakk, LIBRESSE, 16 tk",3.49,0.22
Cono Sur Bicicleta Pinot Noir Limited Edition 75 cl,8.49,11.32
"Ramen puljong, FOODSTUDIO, 350 ml",2.39,6.83
"Pangaasiusefilee nahata, COLUMBUS, 560 g",4.99,8.91
"Vaikse ookeani mintai, külmutatud, glasuuritud, VICI, 560 g neto",6.29,11.23
"Mandlilaastud, MEIRA, 140g",4.49,32.07
"Mustsõstrakreemiga jäätis suhkruvahvlis, RAKS, 77 g",1.09,14.16
"Puuviljatee Ingver, apelsin niidiga kotis 20pk, TEEKANNE, 35 g",2.49,71.14
"Klassikaline majonees, SALVEST, 430 g",2.19,5.09
"Pelmeenid kana, juustu ja puravikega Traditional style, VICI, 400 g",3.89,9.73
"Tampoonid Extra Protect super +, O.B., 16 tk",4.19,0.26
"Lisaharjad, BRAUN, 2 tk",15.99,8.0
"Papptaldrikud 18cm, GO GREEN, 10 tk",1.69,0.17
"Hambapasta Whitening, COLGATE, 100 ml",1.49,14.9
"Proteesiliim Duo Power, BLEND-A-DENT, 40 g",6.99,174.75
"Mustad päevalilleseemned röstitud, YES, 150 g",1.39,9.27
"Voolimismass Das 500G Terrac, DAS, 500 g",3.19,3.19
"Täispiimajogurt murel, ALMA, 350 g",1.09,3.11
"Õuna-mangomahl, PÕLTSAMAA VÄRSKE, 280 ml",1.89,6.75
"Mopp Active varu, VILEDA, 1 tk",13.99,13.99
"Vedelseep Naturals Almond Milk, PALMOLIVE, 300 ml",2.49,8.3
"Šokolaadist tilgakesed, RUF, 100 g",1.89,18.9
"Maasika-kohupiimakook, SELVERI KÖÖK, 780 g",6.99,8.96
"Mapp kummiga Nature, PIGNA, 1tk",5.79,5.79
"Kiirnuudlid kanamaitselised, ROLLTON, 85g",0.99,11.65
"Küpsisepulgad kreemi ja küpsisepuruga, POCKY, 45 g",2.99,66.44
"Sügavkülmutatud õuna-mustikapüree kuubikud, BABYCOOL, 200 g",4.99,24.95
"Maisikepikesed, LOTTE, 130 g",1.29,9.92
"Patarei Ultra alkaline A76, KODAK, 1 tk",0.79,0.79
"Roheline purutee The Island of Tea, BASILUR, 100 g",3.99,39.9
"Must purutee Leaf of Ceylon UVA, BASILUR, 100 g",3.99,39.9
"Roheline purutee Bouquet Cream Fantacy, BASILUR, 100 g",3.99,39.9
"Pesulõksud, SAUBER, 20 tk",2.79,0.14
"Pesunöör, SAUBER, 30 m",5.49,5.49
"Pelmeenid köögiviljadega Gyoza, VICI, 400 g",2.89,7.23
"Krõbe juustuamps, DELIKATESS, 55 g",2.99,54.36
"Viltpliiats 2 otsaga, M&G, 10 tk",7.99,0.8
"Ihupiim mandliga kuivale nahale pumbaga, BYPHASSE, 500 ml",3.99,7.98
"Püksmähkmed Pants 5 Girl, HUGGIES, 12-17kg/48tk",16.99,0.35
"Püksmähkmed Pants 6 Boy, HUGGIES, 15-25kg/44tk",16.99,0.39
"Püksmähkmed Pants 6 Girl, HUGGIES, 15-25kg/44tk",16.99,0.39
"Brändi ARARAT 5YO, 50 cl",15.99,31.98
"Tomatinuga 12cm, FISKARS, 1 tk",14.99,14.99
"Kokanuga 20cm, FISKARS, 1 tk",27.9,27.9
"Küürimisnuustik, TORO, 3 tk",0.79,0.26
"Lõhnaküünal Melon, ARTMAN CANDLES, 1 tk",8.49,8.49
"Hapendatud pett 1,5%, MO SAAREMAA, 1 kg",1.09,1.09
"Tükiseep Naturals Milk & Honey, PALMOLIVE, 90 g",0.79,8.78
"Tükiseep Naturals Milk & Rose, PALMOLIVE, 90 g",0.79,8.78
"Piiritusjook MARQUIS DE LEON, 50 cl",7.99,15.98
"Kingakreem + läige, GOLD CARE, 60 ml",1.49,24.83
"Jalatsipuhatuskäsn Easy Shine, GOLD CARE, 1tk",1.19,1.19
"Küpsetatud aedoad tomatikastmes, HEINZ, 415 g",2.29,5.52
"Nõudepesuvahend Lemon, SELVER, 750 ml",1.19,1.59
"Vitamiin C 300mg + tsink N60, SANKT-BERNARD, 40 g",5.39,134.75
"Daim jäätise pulk, NESTLE, 71 g",2.09,29.44
"Vanilli pulgajäätis vahvlitükkidega, ERITI RAMMUS, 85 g",1.39,16.35
"Dražeed Crazy Sours, SKITTLES, 38 g",0.79,20.79
"Pesuloputusvahend, SELVER, 1 l",1.39,1.39
"Pesupulber valgele ja värvilisele pesule, SELVER, 1 kg",2.19,2.19
"LED lamp A60 10,5W E27 matt klaas, PHILIPS, 1 tk",7.99,7.99
"Vedelseep Naturals Black Orchid, PALMOLIVE, 300 ml",2.49,8.3
"Aknapuhastusvahend Optimal 7 Cristal Super Effect Trigger, AJAX, 500 ml",2.99,5.98
"LED lamp kodumasinatele 1,7W E14 150lm, PHILIPS, 1 tk",5.49,5.49
"Hambahari 360 Interdental Soft, COLGATE, 1 tk",3.69,3.69
"Vedelseebi täide Fresh, DOVE, 500 ml",3.99,7.98
"Õunapüree 4+ mahe, PÕNN, 130 g",1.39,10.69
"WC-värskendaja Atlantic täide, DOMESTOS, 40 g",1.19,29.75
"Porgandimehu 4+ mahe, PÕNN, 240 g",1.69,7.04
"Deodorant Invisible Dry, DOVE, 150 ml",4.49,29.93
"Mitsellaarvesi Hyaluronic Aloe, GARNIER, 400 ml",9.99,24.97
"Dušigeel Clean Comfort, DOVE MEN, 250 ml",2.49,9.96
"Õli-kalmuküünal 60h, BOLSIUS, 1 tk",1.29,1.29
"Kalmuküünal kaanega 35h, BOLSIUS, 1 tk",1.69,1.69
"Pastapliiats Joy must, CELLO, 1tk",0.35,0.35
"Õun Royal Gala, kg",1.39,1.39
"Lumelabidas Solid, FISKARS, 1tk",31.9,31.9
"Pirn Abate, kg",2.99,2.99
"Džinn BEEFEATER London Dry, 70 cl",14.99,21.41
"Juukselakk Volume Lift Extra Strong, SYOSS, 300 ml",7.49,24.97
Partner kinkekaart 10€,10.0,10.0
"Juuksevaht Volume Lift Extra Strong, SYOSS, 250 ml",7.49,29.96
Partner kinkekaart 50€,50.0,50.0
"Püsivärv Professional 3-1, SYOSS, 1 tk",7.49,7.49
"Viski GRANT`s Triple Wood, 100 cl",18.99,18.99
"Eestimaine broileripoolkoib, TALLEGG, kg",4.59,4.59
"Brändi J.P. CHENET XO, 20 cl",7.99,39.95
"Püsivärv Professional 9-5, SYOSS, 1 tk",7.49,7.49
"Püsivärv Professional 8-7, SYOSS, 1 tk",7.49,7.49
"Liköör VANA TALLINN, 50 cl",9.99,19.98
"Liköör VANA TALLINN, 50 cl",10.99,21.98
"WC värskendaja Power Aktiv Lemon, BREF, 2x50 g",3.49,34.9
"Piiritusjook BACARDI Oakheart Spiced, 50 cl",9.49,18.98
"Long drink Breezer Orange, BACARDI,  275 ml",1.99,7.24
"Siider Blueberry, FIZZ, 500 ml purk",1.79,3.58
"Tume õlu Jõuluporter, A.LE COQ, 500 ml pudel",1.69,3.38
"Määrdejuust Lepasuitsu, E-PIIM, 180 g",1.69,9.39
"Tallinna kilu, KIHNU KALA, 250 g",3.49,13.96
"Täidetud munad, SELVERI KÖÖK, 165 g",3.99,24.18
"Suitsutatud broilerikoib, TALLEGG, kg",6.99,6.99
"Külmsuitsu skumbria peata, Vici, kg",10.99,10.99
"Nõudepesumasina hooldusvahend, SOMAT, 250 ml",5.99,23.96
Kroonika,1.0,1.0
Teleleht,1.39,1.39
"Fenkol (apteegitill), kg",5.99,5.99
"Punane viinamari Red Globe, kg",4.99,4.99
"Rabarber, kg",6.99,6.99
"Klassikaline ahjubroiler, TALLEGG, kg",3.59,3.59
"Rohelised herned 400 g, HEINZ, 240 g neto",1.99,8.29
"Toidulisand C-vitamiin, SANA+, 80 g",1.49,18.63
"Toidulisand Junior, SANA+, 80 g",1.59,19.88
"Kohvikapslid Dolce Gusto Cappucino, NESCAFE, 16 tk",6.99,0.44
Anne & Stiil,6.49,6.49
"Viski SCOTTISH LEADER, 70 cl",17.99,25.7
"Patareid Everyday Power AA, PANASONIC, 6+2 tk",3.99,0.5
"Küpsis Maria, SIRO, 100 g",0.65,6.5
"Mini Rooma salat, 1 tk",2.29,1.15
"Intiimpesugeel kaitsev piimhappega, ZIAJA, 500 ml",3.99,7.98
"Spaghetti, VESKI MATI, 400 g",1.49,3.72
"Närimiskumm Winterfresh suhkruvaba, ORBIT, 14 g",0.65,46.43
"Antiseptiline lahus, ASEPT, 100 ml",3.99,39.9
"Karastusjook Rose Lemonade, FENTIMANS, 275 ml",1.99,7.24
"Karastusjook Cherrytree Cola, FENTIMANS, 275 ml",1.99,7.24
"Lintspagett Linguine, PANZANI, 500 g",2.09,4.18
"Spagetid Spaghetti, PANZANI, 500 g",2.09,4.18
"Kaardimäng UNO , GAMES, 1 kmpl",7.59,7.59
"Sarveke Chifferini, PANZANI, 500 g",2.09,4.18
"Conchiglie Rigate teokarbid, PANZANI, 500 g",2.09,4.18
"Specialita Farfalle, PANZANI, 500 g",2.09,4.18
"Surdegsbröt juuretisega leib, DR.SCHÄR, 240 g",4.19,17.46
"Pastakaste 4 juustuga, PANZANI, 370 g",4.29,11.59
"Kanaroog riisiga, ELLA'S KITCHEN, 130 g",2.99,23.0
"Vedelseep Naturals Olive Milk täitepakend, PALMOLIVE, 500 ml",3.49,6.98
"Pastakaste oliivi-basiilikuga, PANZANI, 400 g",3.19,7.98
"Basmati riis, RISO SCOTTI, 500 g",2.69,5.38
"Viski JACK DANIEL`s Tennesee, 70cl",31.9,45.57
"Kalamata Ekstra väärisoliiviõli, GOURMANTE, 500 ml",8.99,17.98
"Konjak COURVOISIER VSOP, 70 cl",37.9,54.14
"Sea välisfilee kamaraga, MAKS&MOORITS, kg",7.99,7.99
"Päikesekuivatatud tomatid, GOURMANTE, 260 g",3.79,25.27
"Aloe Vera jook Premium, ALEO, 1,5 L",2.79,1.86
"Palsamikreem sidruniga, GOURMANTE, 250 ml",4.39,17.56
"Rummikook, SELVERI KÖÖK, 320 g",2.69,8.41
"Viineripirukas sinepi-kurgitäidisega, SELVERI PAGARID, ca 160 g",1.99,12.44
"Roheline hernes, BONDUELLE, 425 ml",1.69,6.38
"Magus mais, BONDUELLE, 212 ml",1.19,8.5
"Punased oad tšilli kastmes, BONDUELLE, 430 g",1.99,4.63
"Penne Rigate täisterajahust, MELISSA, 500 g",1.49,2.98
"Tomatipasta Mediterranean, MELISSA PRIMO GUSTO, 500 g",1.49,2.98
"Sarvesai kakaotäidisega, 7DAYS, 60 g",0.69,11.5
"Brändi ST. REMY Authentic, 70 cl",19.99,28.56
"Vahuvein alkoholivaba, HENKELL, 750 ml",6.49,8.65
"Mahe mugulsibul, 500 g",3.99,7.98
"Brändi ST. REMY Authentic pet, 50 cl",10.99,21.98
"Vahukommid, FUN, 175 g",1.59,9.09
"Soolakreekerid, TUC, 100 g",0.99,9.9
"Kreekerid paprikaga, TUC, 100 g",0.99,9.9
"Päevalilleõli, RISSO, 1 l",4.59,4.59
"Rapsiõli, Amphora, 1 l",3.49,3.49
"Küpsised Oreo 4-pakk, OREO, 170 g",2.19,12.44
"Pikateraline riis 4 x 125 g, BOSTO, 500 g",1.59,3.18
"Basmati riis 4 x 125 g, BOSTO, 500 g",2.39,4.78
"Õunamahl 100%, PFANNER, 2 l",3.49,1.75
"Majonees Provansaal, TARPLAN, 210 g",1.09,5.19
"Veise antrekoot, RAKVERE LK, kg",17.99,17.99
"Hele õlu Blonde, LEFFE, 330 ml pudel",2.39,7.24
"Konjak MARTELL VSOP karbis, 50 cl",43.9,87.8
"Viin SMIRNOFF Red, 70 cl",22.9,32.71
"Kätepuhastusgeel, PURE-KLENZ, 100 ml",1.69,16.9
"Kurk marineeritud, GREENHOUSE, 680 g bruto",2.79,7.25
"Konjak HENNESSY VSOP karbis, 70 cl",54.9,78.43
"Vahukommid grillimiseks, VAN DAMME, 300 g",2.89,9.63
"Köögikaste, ALPRO, 250 ml",1.19,4.76
"Vanilli sojajook, ALPRO, 1 l",3.29,3.29
"Mitsellaarvesi tundlikule nahale, GARNIER, 400 ml",8.99,22.47
"Sojajook banaanimaitseline, ALPRO, 250 ml",1.19,4.76
"Vanilli sojajook, ALPRO, 250 ml",1.19,4.76
"Šokolaadi maitseline dessert kaltsiumiga, ALPRO, 125 g",0.79,6.32
"Vanilli maitseline dessert kaltsiumiga, ALPRO, 125 g",0.79,6.32
"Tumeda šokolaadi maitseline sojadessert, ALPRO, 125 g",0.79,6.32
"Tomatid jõhvikamarinaadis, MÕISAPROUA, 520 g",2.99,5.75
"Konjak LARSEN VS karbis, 70 cl",27.9,39.86
"Brändi IBIS XO, 70 cl",14.99,21.41
"Piimašokolaad Piret tervete metspähklitega, KALEV, 300 g",4.99,16.63
"Kitsepiimajuust (määrdejuust), CHAVOROUX, 150 g",4.99,33.27
"Fritüürõli, OILIO, 1 l",4.39,4.39
"Rapsiõli, OILIO, 1 l",3.99,3.99
"Püsivärv Color 13-05 plaatinablondeerija, SYOSS, 1 tk",7.49,7.49
"Mini pontsik õunaga, SELVERI PAGARID, 22-26 g",0.49,19.6
"Šokolaadi sõõrik, SELVERI PAGARID, ca 77 g",1.45,18.83
"Sõrnik kohupiimaga, SELVERI PAGARID, ca 75 g",1.19,15.87
"Marineeritud kurk, SALVEST, 530 g",1.79,4.65
"Karastusjook Coca-cola Zero, COCA-COLA, 500 ml",1.09,2.18
"Puhastuslapid Freestyle sprei+nano p-lapp 200ml, PLATINET, 1tk",3.99,3.99
"Puhastuvahend vannitubadele, CILLIT, 750 ml",4.99,6.65
"Õunamahl, CAPPY, 1 L",1.69,1.69
"Aprikoosimoos, PÕLTSAMAA, 380 g",3.99,10.5
"Must purutee Ceylon Orange Pekoe, AHMAD, 100 g",3.19,31.9
"Vaarikamoos, PÕLTSAMAA, 380 g",4.79,12.61
"Mustsõstramoos, PÕLTSAMAA, 380 g",3.49,9.18
"Roheline purutee, AHMAD, 100 g",2.99,29.9
"Maitsevesi Near Water Aura Fruit Maasikas-Basiilik, AURA FRUIT, 1,5 L",0.99,0.66
"Valgehallitusjuust Merci Chef, MERCI CHEF, 240 g",3.39,14.13
"Kiviahjupizza BBQ chicken, GRANDIOSA, 310 g",3.79,12.23
"Niiskuseimaja Aero 360° + tablett 450 g, CERESIT, 1 kmpl",14.99,33.31
"Suitsuvorst 77,7%, MAKS&MOORITS, 300 g",2.99,9.97
"Lastevorst 77,7%, MAKS&MOORITS, 350 g",2.29,6.54
"Looduslik mineraalvesi, DEVIN, 1,5 L",1.89,1.26
"Kassitoit kalaga öko, LILY`S KITCHEN, 85 g",1.79,21.06
"Orgaaniline külmpress kookosõli, THAI CHOICE, 200 ml",4.49,22.45
"Maitseaine Vegeta, Podravka, 200 g",1.89,9.45
"Käärid Advanced Green, MAPED, 17 cm",2.29,2.29
"Soolaseep, ALEKSANDERSALZ, 260 g",4.99,19.19
"Dušigeel aprikoosilõhnaline õrn, LOTTE, 250 ml",3.39,13.56
"Rahvapräänik, VÄIKE VÄÄNIK, 500 g",1.89,3.78
"Ekstra väärisoliiviõli, BORGES, 1 l",10.99,10.99
"Toorjuust Light, PHILADELPHIA, 200 g",2.59,12.95
"Suhkruvabad küpsised Digestive, GULLON, 400 g",2.79,6.98
"Šampoon taastav, NATURA SIBERICA, 400 ml",6.99,17.47
"Tuhksuhkur, DAN SUKKER, 500 g",1.49,2.98
"Apelsinimahl, FRUUTI, 250 ml",1.49,5.96
"Apelsinimahl 100%, PURE, 1 L",3.29,3.29
"Peedi-porgandi-pastinaagi pehmik, EESTI PAGAR, 240 g",1.25,5.21
"Päevakreem Age Specialist vananemisvastane, 45+, L´OREAL, 50 ml",6.49,129.8
"Ananassimahl 100%, PURE, 1 L",2.79,2.79
"Peenestatud oregano, KOTANYI, 12 g",1.09,90.83
"Duo piima-šokolaadikreem, CEBE, 400 g",3.59,8.98
"Juust soolavees, APETINA, 200 g",2.39,11.95
"Avokaadoõli, rafineerimata, GLORIA, 250 ml",5.49,21.96
"Musta köömne seemneõli, rafineerimata, GLORIA, 250 ml",10.59,42.36
"Kõrvitsaõli, rafineerimata, GLORIA, 250 ml",5.69,22.76
"Kanepiseemneõli, rafineerimata, GLORIA, 250 ml",5.69,22.76
"Meesinep, PÕLTSAMAA, 170 g",2.29,13.47
"Mandlite ja marjade segu, PÄHKLINÄPP, 200 g",2.99,14.95
"Apelsinisuhkur 3x10 g, RUF, 30 g",0.89,29.67
"Šokolaadipuru, RUF, 200 g",2.49,12.45
"Hommikusöök Cookie Crisp, NESTLÉ, 425 g",2.99,7.04
"Niitpesad, 3 GLÖCKEN, 500 g",2.49,4.98
"Pasta Carbonara juustu-koore kastmes, KNORR, 55 g",1.79,32.55
"Kummikommid Original, TUTTI FRUTTI, 350 g",3.89,11.11
"Hommikusöök Nesquik, NESTLÉ, 625 g",5.59,8.94
"Šampinjonid traditsiooniliselt marineeritud, BONDUELLE, 540 g",3.49,12.03
"Palsam intensiivselt niisutav ja taastav, RICH, 200 ml",13.99,69.95
"Puuviljatee vaarikas ja maasikas püramiid kotis 20pk, LOYD, 40 g",1.49,37.25
"Röstitud müsli puuviljadega, SANTE, 350 g",1.59,4.54
"Kuivatatud mango, SEEBERGER, 100 g",4.99,49.9
"Mitsellaarvesi tundlikule ja ärritunud nahale, MIXA, 400 ml",9.99,24.97
"Silmameigieemaldaja tundlikule nahale, MIXA, 125 ml",5.99,47.92
"Proteiinijook maasikamaitseline, ARCTIC, 330 ml",1.79,5.42
"Apelsinimaitselised dražeed, TIC TAC, 49 g",1.29,26.33
"Jõhvika mahlajook, PÕLTSAMAA, 2 L",1.79,0.9
"Punased Kidney oad, HEINZ, 400 g",1.89,8.59
"Jätkupiimasegu Tutteli 3 Junior alates 12 kuust, TUTTELI, 350 g",4.99,14.26
"Imiku piimasegu pulber 0-6 kuud, TUTTELI, 350 g",4.99,14.26
"Piimasegu NUTRIBIOTIK 1 alates sünnist, APTAMIL, 800g",15.99,19.99
"Jätkupiimasegu NUTRIBIOTIK 2 alates 6 kuust, APTAMIL, 800 g",15.99,19.99
"Niisked Salvrätikud Natural Care, HUGGIES, 56 tk",2.59,0.05
"Kuldne täisterasepik, LEIBUR, 500 g",1.69,3.38
"Kohviuba Wahur, TASUJA, 1 kg",17.99,17.99
"Kohviuba Tambet, TASUJA, 1 kg",16.99,16.99
"Hirsihelbed, BALTIX, 500 g",1.59,3.18
"Spinati-õuna-kaalikapüree, ELLA'S KITCHEN, 120 g",2.29,19.08
"Tee kibuvitsa-hibiski niidiga kotis 20pk, TEEKANNE, 70 g",2.49,35.57
"Aasia puljong, FOODSTUDIO, 750 ml",3.79,5.05
"Roheline tee raudürdi ja sidrunheinaga niidiga kotis 20pk, TEEKANNE, 35 g",1.99,56.86
"Kalkuni poolkoib röstitud sibulate ja rõõsa koorega, RAKVERE LK, kg",7.99,7.99
"Taimetee Ingveri-sidruni niidiga kotis 20pk, TEEKANNE, 35 g",2.49,71.14
"Piiritusjook METAXA 7*, 70 cl",26.9,38.43
"Veiseböfstrooganov, KARNI, 400 g",6.99,17.47
"Suuvesi Herbal Fresh, COLGATE, 500 ml",6.49,12.98
"Närimiskumm Orbit White Spearmint suhkruvaba kotis, ORBIT, 35 g",1.19,34.0
"Hambahari 360 Black medium, COLGATE, 1 tk",4.49,4.49
"Kaardimäng Must Notsu, LOOVHOOG, 1 tk",6.59,6.59
"Kassipiim, ATHENA, 200 ml",0.89,4.45
"DVD+R toorik Freestyle 4,7GB 16x Slim, OMEGA, 1pk",0.49,0.49
"Sun-dried ketšup, FELIX, 425 g",3.49,8.21
"Head ööd! Banaan-kuivik piimapuder mahe 4+, HIPP, 250 g",4.29,17.16
"Karamelli dessertkaste, SCHWARTAU, 125 ml",2.79,22.32
"Müslibatoon piimašokolaadiga, CORNY BIG, 50 g",0.89,17.8
"Müslibatoon šokolaadi ja maapähkli, CORNY BIG, 50 g",0.99,19.8
"Müslibatoon šokolaadi-banaani, CORNY BIG, 50 g",0.89,17.8
"Basiilik pakk, SANTA MARIA, 6 g",1.09,181.67
"Müslibatoon kookose-šokolaadi, CORNY BIG, 50 g",0.99,19.8
"Lusikas, CANPOL, 1 tk",2.39,2.39
"Proteiinibatoon Cookies&Cream, BAREBELLS, 55 g",2.29,41.64
"Proteiinibatoon karamelli & India pähkli, BAREBELLS, 55 g",2.29,41.64
"Creme Brulee Klassikaline, JOEL OSTRAT, 125 g",3.49,27.92
"Valge veiniäädikas, KÜHNE, 100 ml",0.99,9.9
"Alkoholivaba õlu Oettinger, GOLDBERGER, 500 ml",0.79,1.58
"Kommikarp Toffifee, STORCK, 125 g",2.19,17.52
"Pähkel karamellis Toffifee, TOFFIFEE, 400 g",7.49,18.72
"Suhkruvabad koorekompvekid, WERTHER'S ORIGINAL, 42 g",1.59,37.86
"Kalaõli kapslid Magneesiumi ja vitamiinidega N100, MÖLLER'S, 115 g",15.99,139.04
"Kohvikoor plokis 10%, ZOTT, 10x10 g",0.79,7.9
"Monte šokolaadipuding, ZOTT, 55 g",0.69,12.55
"Vahvlirullid Waffeletten piimašokolaadiga, BAHLSEN, 100 g",2.29,22.9
"Soolakõrsikud, LORENZ, 75 g",0.69,9.2
"Nõudepesumasina puhastusvahend, SOMAT, 3x20 g",5.99,99.83
"Puhastusvahend vaipadele ja vaipkatetele harjaga, DR.BECKMANN, 650 ml",6.99,10.75
"WC-värskendaja Power Aktiv Blue Fresh Flowers (Blue Water), BREF, 50 g",2.49,49.8
"Keraamilise- ja induktsioonpliidi puhastusvahend sidruniga, FROSCH, 300 ml",3.49,11.63
"Makaronid Penne gluteenivabad, PANZANI, 400 g",2.99,7.48
